config_id,base0_ambulances,base1_ambulances,base2_ambulances,base3_ambulances,base4_ambulances
6374,0,13,14,7,1
6375,0,13,14,8,0
6376,0,13,15,0,7
6377,0,13,15,1,6
6378,0,13,15,2,5
6379,0,13,15,3,4
6380,0,13,15,4,3
6381,0,13,15,5,2
6382,0,13,15,6,1
6383,0,13,15,7,0
6384,0,13,16,0,6
6385,0,13,16,1,5
6386,0,13,16,2,4
6387,0,13,16,3,3
6388,0,13,16,4,2
6389,0,13,16,5,1
6390,0,13,16,6,0
6391,0,13,17,0,5
6392,0,13,17,1,4
6393,0,13,17,2,3
6394,0,13,17,3,2
6395,0,13,17,4,1
6396,0,13,17,5,0
6397,0,13,18,0,4
6398,0,13,18,1,3
6399,0,13,18,2,2
6400,0,13,18,3,1
6401,0,13,18,4,0
6402,0,13,19,0,3
6403,0,13,19,1,2
6404,0,13,19,2,1
6405,0,13,19,3,0
6406,0,13,20,0,2
6407,0,13,20,1,1
6408,0,13,20,2,0
6409,0,13,21,0,1
6410,0,13,21,1,0
6411,0,13,22,0,0
6412,0,14,0,0,21
6413,0,14,0,1,20
6414,0,14,0,2,19
6415,0,14,0,3,18
6416,0,14,0,4,17
6417,0,14,0,5,16
6418,0,14,0,6,15
6419,0,14,0,7,14
6420,0,14,0,8,13
6421,0,14,0,9,12
6422,0,14,0,10,11
6423,0,14,0,11,10
6424,0,14,0,12,9
6425,0,14,0,13,8
6426,0,14,0,14,7
6427,0,14,0,15,6
6428,0,14,0,16,5
6429,0,14,0,17,4
6430,0,14,0,18,3
6431,0,14,0,19,2
6432,0,14,0,20,1
6433,0,14,0,21,0
6434,0,14,1,0,20
6435,0,14,1,1,19
6436,0,14,1,2,18
6437,0,14,1,3,17
6438,0,14,1,4,16
6439,0,14,1,5,15
6440,0,14,1,6,14
6441,0,14,1,7,13
6442,0,14,1,8,12
6443,0,14,1,9,11
6444,0,14,1,10,10
6445,0,14,1,11,9
6446,0,14,1,12,8
6447,0,14,1,13,7
6448,0,14,1,14,6
6449,0,14,1,15,5
6450,0,14,1,16,4
6451,0,14,1,17,3
6452,0,14,1,18,2
6453,0,14,1,19,1
6454,0,14,1,20,0
6455,0,14,2,0,19
6456,0,14,2,1,18
6457,0,14,2,2,17
6458,0,14,2,3,16
6459,0,14,2,4,15
6460,0,14,2,5,14
6461,0,14,2,6,13
6462,0,14,2,7,12
6463,0,14,2,8,11
6464,0,14,2,9,10
6465,0,14,2,10,9
6466,0,14,2,11,8
6467,0,14,2,12,7
6468,0,14,2,13,6
6469,0,14,2,14,5
6470,0,14,2,15,4
6471,0,14,2,16,3
6472,0,14,2,17,2
6473,0,14,2,18,1
6474,0,14,2,19,0
6475,0,14,3,0,18
6476,0,14,3,1,17
6477,0,14,3,2,16
6478,0,14,3,3,15
6479,0,14,3,4,14
6480,0,14,3,5,13
6481,0,14,3,6,12
6482,0,14,3,7,11
6483,0,14,3,8,10
6484,0,14,3,9,9
6485,0,14,3,10,8
6486,0,14,3,11,7
6487,0,14,3,12,6
6488,0,14,3,13,5
6489,0,14,3,14,4
6490,0,14,3,15,3
6491,0,14,3,16,2
6492,0,14,3,17,1
6493,0,14,3,18,0
6494,0,14,4,0,17
6495,0,14,4,1,16
6496,0,14,4,2,15
6497,0,14,4,3,14
6498,0,14,4,4,13
6499,0,14,4,5,12
6500,0,14,4,6,11
6501,0,14,4,7,10
6502,0,14,4,8,9
6503,0,14,4,9,8
6504,0,14,4,10,7
6505,0,14,4,11,6
6506,0,14,4,12,5
6507,0,14,4,13,4
6508,0,14,4,14,3
6509,0,14,4,15,2
6510,0,14,4,16,1
6511,0,14,4,17,0
6512,0,14,5,0,16
6513,0,14,5,1,15
6514,0,14,5,2,14
6515,0,14,5,3,13
6516,0,14,5,4,12
6517,0,14,5,5,11
6518,0,14,5,6,10
6519,0,14,5,7,9
6520,0,14,5,8,8
6521,0,14,5,9,7
6522,0,14,5,10,6
6523,0,14,5,11,5
6524,0,14,5,12,4
6525,0,14,5,13,3
6526,0,14,5,14,2
6527,0,14,5,15,1
6528,0,14,5,16,0
6529,0,14,6,0,15
6530,0,14,6,1,14
6531,0,14,6,2,13
6532,0,14,6,3,12
6533,0,14,6,4,11
6534,0,14,6,5,10
6535,0,14,6,6,9
6536,0,14,6,7,8
6537,0,14,6,8,7
6538,0,14,6,9,6
6539,0,14,6,10,5
6540,0,14,6,11,4
6541,0,14,6,12,3
6542,0,14,6,13,2
6543,0,14,6,14,1
6544,0,14,6,15,0
6545,0,14,7,0,14
6546,0,14,7,1,13
6547,0,14,7,2,12
6548,0,14,7,3,11
6549,0,14,7,4,10
6550,0,14,7,5,9
6551,0,14,7,6,8
6552,0,14,7,7,7
6553,0,14,7,8,6
6554,0,14,7,9,5
6555,0,14,7,10,4
6556,0,14,7,11,3
6557,0,14,7,12,2
6558,0,14,7,13,1
6559,0,14,7,14,0
6560,0,14,8,0,13
6561,0,14,8,1,12
6562,0,14,8,2,11
6563,0,14,8,3,10
6564,0,14,8,4,9
6565,0,14,8,5,8
6566,0,14,8,6,7
6567,0,14,8,7,6
6568,0,14,8,8,5
6569,0,14,8,9,4
6570,0,14,8,10,3
6571,0,14,8,11,2
6572,0,14,8,12,1
6573,0,14,8,13,0
6574,0,14,9,0,12
6575,0,14,9,1,11
6576,0,14,9,2,10
6577,0,14,9,3,9
6578,0,14,9,4,8
6579,0,14,9,5,7
6580,0,14,9,6,6
6581,0,14,9,7,5
6582,0,14,9,8,4
6583,0,14,9,9,3
6584,0,14,9,10,2
6585,0,14,9,11,1
6586,0,14,9,12,0
6587,0,14,10,0,11
6588,0,14,10,1,10
6589,0,14,10,2,9
6590,0,14,10,3,8
6591,0,14,10,4,7
6592,0,14,10,5,6
6593,0,14,10,6,5
6594,0,14,10,7,4
6595,0,14,10,8,3
6596,0,14,10,9,2
6597,0,14,10,10,1
6598,0,14,10,11,0
6599,0,14,11,0,10
6600,0,14,11,1,9
6601,0,14,11,2,8
6602,0,14,11,3,7
6603,0,14,11,4,6
6604,0,14,11,5,5
6605,0,14,11,6,4
6606,0,14,11,7,3
6607,0,14,11,8,2
6608,0,14,11,9,1
6609,0,14,11,10,0
6610,0,14,12,0,9
6611,0,14,12,1,8
6612,0,14,12,2,7
6613,0,14,12,3,6
6614,0,14,12,4,5
6615,0,14,12,5,4
6616,0,14,12,6,3
6617,0,14,12,7,2
6618,0,14,12,8,1
6619,0,14,12,9,0
6620,0,14,13,0,8
6621,0,14,13,1,7
6622,0,14,13,2,6
6623,0,14,13,3,5
6624,0,14,13,4,4
6625,0,14,13,5,3
6626,0,14,13,6,2
6627,0,14,13,7,1
6628,0,14,13,8,0
6629,0,14,14,0,7
6630,0,14,14,1,6
6631,0,14,14,2,5
6632,0,14,14,3,4
6633,0,14,14,4,3
6634,0,14,14,5,2
6635,0,14,14,6,1
6636,0,14,14,7,0
6637,0,14,15,0,6
6638,0,14,15,1,5
6639,0,14,15,2,4
6640,0,14,15,3,3
6641,0,14,15,4,2
6642,0,14,15,5,1
6643,0,14,15,6,0
6644,0,14,16,0,5
6645,0,14,16,1,4
6646,0,14,16,2,3
6647,0,14,16,3,2
6648,0,14,16,4,1
6649,0,14,16,5,0
6650,0,14,17,0,4
6651,0,14,17,1,3
6652,0,14,17,2,2
6653,0,14,17,3,1
6654,0,14,17,4,0
6655,0,14,18,0,3
6656,0,14,18,1,2
6657,0,14,18,2,1
6658,0,14,18,3,0
6659,0,14,19,0,2
6660,0,14,19,1,1
6661,0,14,19,2,0
6662,0,14,20,0,1
6663,0,14,20,1,0
6664,0,14,21,0,0
6665,0,15,0,0,20
6666,0,15,0,1,19
6667,0,15,0,2,18
6668,0,15,0,3,17
6669,0,15,0,4,16
6670,0,15,0,5,15
6671,0,15,0,6,14
6672,0,15,0,7,13
6673,0,15,0,8,12
6674,0,15,0,9,11
6675,0,15,0,10,10
6676,0,15,0,11,9
6677,0,15,0,12,8
6678,0,15,0,13,7
6679,0,15,0,14,6
6680,0,15,0,15,5
6681,0,15,0,16,4
6682,0,15,0,17,3
6683,0,15,0,18,2
6684,0,15,0,19,1
6685,0,15,0,20,0
6686,0,15,1,0,19
6687,0,15,1,1,18
6688,0,15,1,2,17
6689,0,15,1,3,16
6690,0,15,1,4,15
6691,0,15,1,5,14
6692,0,15,1,6,13
6693,0,15,1,7,12
6694,0,15,1,8,11
6695,0,15,1,9,10
6696,0,15,1,10,9
6697,0,15,1,11,8
6698,0,15,1,12,7
6699,0,15,1,13,6
6700,0,15,1,14,5
6701,0,15,1,15,4
6702,0,15,1,16,3
6703,0,15,1,17,2
6704,0,15,1,18,1
6705,0,15,1,19,0
6706,0,15,2,0,18
6707,0,15,2,1,17
6708,0,15,2,2,16
6709,0,15,2,3,15
6710,0,15,2,4,14
6711,0,15,2,5,13
6712,0,15,2,6,12
6713,0,15,2,7,11
6714,0,15,2,8,10
6715,0,15,2,9,9
6716,0,15,2,10,8
6717,0,15,2,11,7
6718,0,15,2,12,6
6719,0,15,2,13,5
6720,0,15,2,14,4
6721,0,15,2,15,3
6722,0,15,2,16,2
6723,0,15,2,17,1
6724,0,15,2,18,0
6725,0,15,3,0,17
6726,0,15,3,1,16
6727,0,15,3,2,15
6728,0,15,3,3,14
6729,0,15,3,4,13
6730,0,15,3,5,12
6731,0,15,3,6,11
6732,0,15,3,7,10
6733,0,15,3,8,9
6734,0,15,3,9,8
6735,0,15,3,10,7
6736,0,15,3,11,6
6737,0,15,3,12,5
6738,0,15,3,13,4
6739,0,15,3,14,3
6740,0,15,3,15,2
6741,0,15,3,16,1
6742,0,15,3,17,0
6743,0,15,4,0,16
6744,0,15,4,1,15
6745,0,15,4,2,14
6746,0,15,4,3,13
6747,0,15,4,4,12
6748,0,15,4,5,11
6749,0,15,4,6,10
6750,0,15,4,7,9
6751,0,15,4,8,8
6752,0,15,4,9,7
6753,0,15,4,10,6
6754,0,15,4,11,5
6755,0,15,4,12,4
6756,0,15,4,13,3
6757,0,15,4,14,2
6758,0,15,4,15,1
6759,0,15,4,16,0
6760,0,15,5,0,15
6761,0,15,5,1,14
6762,0,15,5,2,13
6763,0,15,5,3,12
6764,0,15,5,4,11
6765,0,15,5,5,10
6766,0,15,5,6,9
6767,0,15,5,7,8
6768,0,15,5,8,7
6769,0,15,5,9,6
6770,0,15,5,10,5
6771,0,15,5,11,4
6772,0,15,5,12,3
6773,0,15,5,13,2
6774,0,15,5,14,1
6775,0,15,5,15,0
6776,0,15,6,0,14
6777,0,15,6,1,13
6778,0,15,6,2,12
6779,0,15,6,3,11
6780,0,15,6,4,10
6781,0,15,6,5,9
6782,0,15,6,6,8
6783,0,15,6,7,7
6784,0,15,6,8,6
6785,0,15,6,9,5
6786,0,15,6,10,4
6787,0,15,6,11,3
6788,0,15,6,12,2
6789,0,15,6,13,1
6790,0,15,6,14,0
6791,0,15,7,0,13
6792,0,15,7,1,12
6793,0,15,7,2,11
6794,0,15,7,3,10
6795,0,15,7,4,9
6796,0,15,7,5,8
6797,0,15,7,6,7
6798,0,15,7,7,6
6799,0,15,7,8,5
6800,0,15,7,9,4
6801,0,15,7,10,3
6802,0,15,7,11,2
6803,0,15,7,12,1
6804,0,15,7,13,0
6805,0,15,8,0,12
6806,0,15,8,1,11
6807,0,15,8,2,10
6808,0,15,8,3,9
6809,0,15,8,4,8
6810,0,15,8,5,7
6811,0,15,8,6,6
6812,0,15,8,7,5
6813,0,15,8,8,4
6814,0,15,8,9,3
6815,0,15,8,10,2
6816,0,15,8,11,1
6817,0,15,8,12,0
6818,0,15,9,0,11
6819,0,15,9,1,10
6820,0,15,9,2,9
6821,0,15,9,3,8
6822,0,15,9,4,7
6823,0,15,9,5,6
6824,0,15,9,6,5
6825,0,15,9,7,4
6826,0,15,9,8,3
6827,0,15,9,9,2
6828,0,15,9,10,1
6829,0,15,9,11,0
6830,0,15,10,0,10
6831,0,15,10,1,9
6832,0,15,10,2,8
6833,0,15,10,3,7
6834,0,15,10,4,6
6835,0,15,10,5,5
6836,0,15,10,6,4
6837,0,15,10,7,3
6838,0,15,10,8,2
6839,0,15,10,9,1
6840,0,15,10,10,0
6841,0,15,11,0,9
6842,0,15,11,1,8
6843,0,15,11,2,7
6844,0,15,11,3,6
6845,0,15,11,4,5
6846,0,15,11,5,4
6847,0,15,11,6,3
6848,0,15,11,7,2
6849,0,15,11,8,1
6850,0,15,11,9,0
6851,0,15,12,0,8
6852,0,15,12,1,7
6853,0,15,12,2,6
6854,0,15,12,3,5
6855,0,15,12,4,4
6856,0,15,12,5,3
6857,0,15,12,6,2
6858,0,15,12,7,1
6859,0,15,12,8,0
6860,0,15,13,0,7
6861,0,15,13,1,6
6862,0,15,13,2,5
6863,0,15,13,3,4
6864,0,15,13,4,3
6865,0,15,13,5,2
6866,0,15,13,6,1
6867,0,15,13,7,0
6868,0,15,14,0,6
6869,0,15,14,1,5
6870,0,15,14,2,4
6871,0,15,14,3,3
6872,0,15,14,4,2
6873,0,15,14,5,1
6874,0,15,14,6,0
6875,0,15,15,0,5
6876,0,15,15,1,4
6877,0,15,15,2,3
6878,0,15,15,3,2
6879,0,15,15,4,1
6880,0,15,15,5,0
6881,0,15,16,0,4
6882,0,15,16,1,3
6883,0,15,16,2,2
6884,0,15,16,3,1
6885,0,15,16,4,0
6886,0,15,17,0,3
6887,0,15,17,1,2
6888,0,15,17,2,1
6889,0,15,17,3,0
6890,0,15,18,0,2
6891,0,15,18,1,1
6892,0,15,18,2,0
6893,0,15,19,0,1
6894,0,15,19,1,0
6895,0,15,20,0,0
6896,0,16,0,0,19
6897,0,16,0,1,18
6898,0,16,0,2,17
6899,0,16,0,3,16
6900,0,16,0,4,15
6901,0,16,0,5,14
6902,0,16,0,6,13
6903,0,16,0,7,12
6904,0,16,0,8,11
6905,0,16,0,9,10
6906,0,16,0,10,9
6907,0,16,0,11,8
6908,0,16,0,12,7
6909,0,16,0,13,6
6910,0,16,0,14,5
6911,0,16,0,15,4
6912,0,16,0,16,3
6913,0,16,0,17,2
6914,0,16,0,18,1
6915,0,16,0,19,0
6916,0,16,1,0,18
6917,0,16,1,1,17
6918,0,16,1,2,16
6919,0,16,1,3,15
6920,0,16,1,4,14
6921,0,16,1,5,13
6922,0,16,1,6,12
6923,0,16,1,7,11
6924,0,16,1,8,10
6925,0,16,1,9,9
6926,0,16,1,10,8
6927,0,16,1,11,7
6928,0,16,1,12,6
6929,0,16,1,13,5
6930,0,16,1,14,4
6931,0,16,1,15,3
6932,0,16,1,16,2
6933,0,16,1,17,1
6934,0,16,1,18,0
6935,0,16,2,0,17
6936,0,16,2,1,16
6937,0,16,2,2,15
6938,0,16,2,3,14
6939,0,16,2,4,13
6940,0,16,2,5,12
6941,0,16,2,6,11
6942,0,16,2,7,10
6943,0,16,2,8,9
6944,0,16,2,9,8
6945,0,16,2,10,7
6946,0,16,2,11,6
6947,0,16,2,12,5
6948,0,16,2,13,4
6949,0,16,2,14,3
6950,0,16,2,15,2
6951,0,16,2,16,1
6952,0,16,2,17,0
6953,0,16,3,0,16
6954,0,16,3,1,15
6955,0,16,3,2,14
6956,0,16,3,3,13
6957,0,16,3,4,12
6958,0,16,3,5,11
6959,0,16,3,6,10
6960,0,16,3,7,9
6961,0,16,3,8,8
6962,0,16,3,9,7
6963,0,16,3,10,6
6964,0,16,3,11,5
6965,0,16,3,12,4
6966,0,16,3,13,3
6967,0,16,3,14,2
6968,0,16,3,15,1
6969,0,16,3,16,0
6970,0,16,4,0,15
6971,0,16,4,1,14
6972,0,16,4,2,13
6973,0,16,4,3,12
6974,0,16,4,4,11
6975,0,16,4,5,10
6976,0,16,4,6,9
6977,0,16,4,7,8
6978,0,16,4,8,7
6979,0,16,4,9,6
6980,0,16,4,10,5
6981,0,16,4,11,4
6982,0,16,4,12,3
6983,0,16,4,13,2
6984,0,16,4,14,1
6985,0,16,4,15,0
6986,0,16,5,0,14
6987,0,16,5,1,13
6988,0,16,5,2,12
6989,0,16,5,3,11
6990,0,16,5,4,10
6991,0,16,5,5,9
6992,0,16,5,6,8
6993,0,16,5,7,7
6994,0,16,5,8,6
6995,0,16,5,9,5
6996,0,16,5,10,4
6997,0,16,5,11,3
6998,0,16,5,12,2
6999,0,16,5,13,1
7000,0,16,5,14,0
7001,0,16,6,0,13
7002,0,16,6,1,12
7003,0,16,6,2,11
7004,0,16,6,3,10
7005,0,16,6,4,9
7006,0,16,6,5,8
7007,0,16,6,6,7
7008,0,16,6,7,6
7009,0,16,6,8,5
7010,0,16,6,9,4
7011,0,16,6,10,3
7012,0,16,6,11,2
7013,0,16,6,12,1
7014,0,16,6,13,0
7015,0,16,7,0,12
7016,0,16,7,1,11
7017,0,16,7,2,10
7018,0,16,7,3,9
7019,0,16,7,4,8
7020,0,16,7,5,7
7021,0,16,7,6,6
7022,0,16,7,7,5
7023,0,16,7,8,4
7024,0,16,7,9,3
7025,0,16,7,10,2
7026,0,16,7,11,1
7027,0,16,7,12,0
7028,0,16,8,0,11
7029,0,16,8,1,10
7030,0,16,8,2,9
7031,0,16,8,3,8
7032,0,16,8,4,7
7033,0,16,8,5,6
7034,0,16,8,6,5
7035,0,16,8,7,4
7036,0,16,8,8,3
7037,0,16,8,9,2
7038,0,16,8,10,1
7039,0,16,8,11,0
7040,0,16,9,0,10
7041,0,16,9,1,9
7042,0,16,9,2,8
7043,0,16,9,3,7
7044,0,16,9,4,6
7045,0,16,9,5,5
7046,0,16,9,6,4
7047,0,16,9,7,3
7048,0,16,9,8,2
7049,0,16,9,9,1
7050,0,16,9,10,0
7051,0,16,10,0,9
7052,0,16,10,1,8
7053,0,16,10,2,7
7054,0,16,10,3,6
7055,0,16,10,4,5
7056,0,16,10,5,4
7057,0,16,10,6,3
7058,0,16,10,7,2
7059,0,16,10,8,1
7060,0,16,10,9,0
7061,0,16,11,0,8
7062,0,16,11,1,7
7063,0,16,11,2,6
7064,0,16,11,3,5
7065,0,16,11,4,4
7066,0,16,11,5,3
7067,0,16,11,6,2
7068,0,16,11,7,1
7069,0,16,11,8,0
7070,0,16,12,0,7
7071,0,16,12,1,6
7072,0,16,12,2,5
7073,0,16,12,3,4
7074,0,16,12,4,3
7075,0,16,12,5,2
7076,0,16,12,6,1
7077,0,16,12,7,0
7078,0,16,13,0,6
7079,0,16,13,1,5
7080,0,16,13,2,4
7081,0,16,13,3,3
7082,0,16,13,4,2
7083,0,16,13,5,1
7084,0,16,13,6,0
7085,0,16,14,0,5
7086,0,16,14,1,4
7087,0,16,14,2,3
7088,0,16,14,3,2
7089,0,16,14,4,1
7090,0,16,14,5,0
7091,0,16,15,0,4
7092,0,16,15,1,3
7093,0,16,15,2,2
7094,0,16,15,3,1
7095,0,16,15,4,0
7096,0,16,16,0,3
7097,0,16,16,1,2
7098,0,16,16,2,1
7099,0,16,16,3,0
7100,0,16,17,0,2
7101,0,16,17,1,1
7102,0,16,17,2,0
7103,0,16,18,0,1
7104,0,16,18,1,0
7105,0,16,19,0,0
7106,0,17,0,0,18
7107,0,17,0,1,17
7108,0,17,0,2,16
7109,0,17,0,3,15
7110,0,17,0,4,14
7111,0,17,0,5,13
7112,0,17,0,6,12
7113,0,17,0,7,11
7114,0,17,0,8,10
7115,0,17,0,9,9
7116,0,17,0,10,8
7117,0,17,0,11,7
7118,0,17,0,12,6
7119,0,17,0,13,5
7120,0,17,0,14,4
7121,0,17,0,15,3
7122,0,17,0,16,2
7123,0,17,0,17,1
7124,0,17,0,18,0
7125,0,17,1,0,17
7126,0,17,1,1,16
7127,0,17,1,2,15
7128,0,17,1,3,14
7129,0,17,1,4,13
7130,0,17,1,5,12
7131,0,17,1,6,11
7132,0,17,1,7,10
7133,0,17,1,8,9
7134,0,17,1,9,8
7135,0,17,1,10,7
7136,0,17,1,11,6
7137,0,17,1,12,5
7138,0,17,1,13,4
7139,0,17,1,14,3
7140,0,17,1,15,2
7141,0,17,1,16,1
7142,0,17,1,17,0
7143,0,17,2,0,16
7144,0,17,2,1,15
7145,0,17,2,2,14
7146,0,17,2,3,13
7147,0,17,2,4,12
7148,0,17,2,5,11
7149,0,17,2,6,10
7150,0,17,2,7,9
7151,0,17,2,8,8
7152,0,17,2,9,7
7153,0,17,2,10,6
7154,0,17,2,11,5
7155,0,17,2,12,4
7156,0,17,2,13,3
7157,0,17,2,14,2
7158,0,17,2,15,1
7159,0,17,2,16,0
7160,0,17,3,0,15
7161,0,17,3,1,14
7162,0,17,3,2,13
7163,0,17,3,3,12
7164,0,17,3,4,11
7165,0,17,3,5,10
7166,0,17,3,6,9
7167,0,17,3,7,8
7168,0,17,3,8,7
7169,0,17,3,9,6
7170,0,17,3,10,5
7171,0,17,3,11,4
7172,0,17,3,12,3
7173,0,17,3,13,2
7174,0,17,3,14,1
7175,0,17,3,15,0
7176,0,17,4,0,14
7177,0,17,4,1,13
7178,0,17,4,2,12
7179,0,17,4,3,11
7180,0,17,4,4,10
7181,0,17,4,5,9
7182,0,17,4,6,8
7183,0,17,4,7,7
7184,0,17,4,8,6
7185,0,17,4,9,5
7186,0,17,4,10,4
7187,0,17,4,11,3
7188,0,17,4,12,2
7189,0,17,4,13,1
7190,0,17,4,14,0
7191,0,17,5,0,13
7192,0,17,5,1,12
7193,0,17,5,2,11
7194,0,17,5,3,10
7195,0,17,5,4,9
7196,0,17,5,5,8
7197,0,17,5,6,7
7198,0,17,5,7,6
7199,0,17,5,8,5
7200,0,17,5,9,4
7201,0,17,5,10,3
7202,0,17,5,11,2
7203,0,17,5,12,1
7204,0,17,5,13,0
7205,0,17,6,0,12
7206,0,17,6,1,11
7207,0,17,6,2,10
7208,0,17,6,3,9
7209,0,17,6,4,8
7210,0,17,6,5,7
7211,0,17,6,6,6
7212,0,17,6,7,5
7213,0,17,6,8,4
7214,0,17,6,9,3
7215,0,17,6,10,2
7216,0,17,6,11,1
7217,0,17,6,12,0
7218,0,17,7,0,11
7219,0,17,7,1,10
7220,0,17,7,2,9
7221,0,17,7,3,8
7222,0,17,7,4,7
7223,0,17,7,5,6
7224,0,17,7,6,5
7225,0,17,7,7,4
7226,0,17,7,8,3
7227,0,17,7,9,2
7228,0,17,7,10,1
7229,0,17,7,11,0
7230,0,17,8,0,10
7231,0,17,8,1,9
7232,0,17,8,2,8
7233,0,17,8,3,7
7234,0,17,8,4,6
7235,0,17,8,5,5
7236,0,17,8,6,4
7237,0,17,8,7,3
7238,0,17,8,8,2
7239,0,17,8,9,1
7240,0,17,8,10,0
7241,0,17,9,0,9
7242,0,17,9,1,8
7243,0,17,9,2,7
7244,0,17,9,3,6
7245,0,17,9,4,5
7246,0,17,9,5,4
7247,0,17,9,6,3
7248,0,17,9,7,2
7249,0,17,9,8,1
7250,0,17,9,9,0
7251,0,17,10,0,8
7252,0,17,10,1,7
7253,0,17,10,2,6
7254,0,17,10,3,5
7255,0,17,10,4,4
7256,0,17,10,5,3
7257,0,17,10,6,2
7258,0,17,10,7,1
7259,0,17,10,8,0
7260,0,17,11,0,7
7261,0,17,11,1,6
7262,0,17,11,2,5
7263,0,17,11,3,4
7264,0,17,11,4,3
7265,0,17,11,5,2
7266,0,17,11,6,1
7267,0,17,11,7,0
7268,0,17,12,0,6
7269,0,17,12,1,5
7270,0,17,12,2,4
7271,0,17,12,3,3
7272,0,17,12,4,2
7273,0,17,12,5,1
7274,0,17,12,6,0
7275,0,17,13,0,5
7276,0,17,13,1,4
7277,0,17,13,2,3
7278,0,17,13,3,2
7279,0,17,13,4,1
7280,0,17,13,5,0
7281,0,17,14,0,4
7282,0,17,14,1,3
7283,0,17,14,2,2
7284,0,17,14,3,1
7285,0,17,14,4,0
7286,0,17,15,0,3
7287,0,17,15,1,2
7288,0,17,15,2,1
7289,0,17,15,3,0
7290,0,17,16,0,2
7291,0,17,16,1,1
7292,0,17,16,2,0
7293,0,17,17,0,1
7294,0,17,17,1,0
7295,0,17,18,0,0
7296,0,18,0,0,17
7297,0,18,0,1,16
7298,0,18,0,2,15
7299,0,18,0,3,14
7300,0,18,0,4,13
7301,0,18,0,5,12
7302,0,18,0,6,11
7303,0,18,0,7,10
7304,0,18,0,8,9
7305,0,18,0,9,8
7306,0,18,0,10,7
7307,0,18,0,11,6
7308,0,18,0,12,5
7309,0,18,0,13,4
7310,0,18,0,14,3
7311,0,18,0,15,2
7312,0,18,0,16,1
7313,0,18,0,17,0
7314,0,18,1,0,16
7315,0,18,1,1,15
7316,0,18,1,2,14
7317,0,18,1,3,13
7318,0,18,1,4,12
7319,0,18,1,5,11
7320,0,18,1,6,10
7321,0,18,1,7,9
7322,0,18,1,8,8
7323,0,18,1,9,7
7324,0,18,1,10,6
7325,0,18,1,11,5
7326,0,18,1,12,4
7327,0,18,1,13,3
7328,0,18,1,14,2
7329,0,18,1,15,1
7330,0,18,1,16,0
7331,0,18,2,0,15
7332,0,18,2,1,14
7333,0,18,2,2,13
7334,0,18,2,3,12
7335,0,18,2,4,11
7336,0,18,2,5,10
7337,0,18,2,6,9
7338,0,18,2,7,8
7339,0,18,2,8,7
7340,0,18,2,9,6
7341,0,18,2,10,5
7342,0,18,2,11,4
7343,0,18,2,12,3
7344,0,18,2,13,2
7345,0,18,2,14,1
7346,0,18,2,15,0
7347,0,18,3,0,14
7348,0,18,3,1,13
7349,0,18,3,2,12
7350,0,18,3,3,11
7351,0,18,3,4,10
7352,0,18,3,5,9
7353,0,18,3,6,8
7354,0,18,3,7,7
7355,0,18,3,8,6
7356,0,18,3,9,5
7357,0,18,3,10,4
7358,0,18,3,11,3
7359,0,18,3,12,2
7360,0,18,3,13,1
7361,0,18,3,14,0
7362,0,18,4,0,13
7363,0,18,4,1,12
7364,0,18,4,2,11
7365,0,18,4,3,10
7366,0,18,4,4,9
7367,0,18,4,5,8
7368,0,18,4,6,7
7369,0,18,4,7,6
7370,0,18,4,8,5
7371,0,18,4,9,4
7372,0,18,4,10,3
7373,0,18,4,11,2
7374,0,18,4,12,1
7375,0,18,4,13,0
7376,0,18,5,0,12
7377,0,18,5,1,11
7378,0,18,5,2,10
7379,0,18,5,3,9
7380,0,18,5,4,8
7381,0,18,5,5,7
7382,0,18,5,6,6
7383,0,18,5,7,5
7384,0,18,5,8,4
7385,0,18,5,9,3
7386,0,18,5,10,2
7387,0,18,5,11,1
7388,0,18,5,12,0
7389,0,18,6,0,11
7390,0,18,6,1,10
7391,0,18,6,2,9
7392,0,18,6,3,8
7393,0,18,6,4,7
7394,0,18,6,5,6
7395,0,18,6,6,5
7396,0,18,6,7,4
7397,0,18,6,8,3
7398,0,18,6,9,2
7399,0,18,6,10,1
7400,0,18,6,11,0
7401,0,18,7,0,10
7402,0,18,7,1,9
7403,0,18,7,2,8
7404,0,18,7,3,7
7405,0,18,7,4,6
7406,0,18,7,5,5
7407,0,18,7,6,4
7408,0,18,7,7,3
7409,0,18,7,8,2
7410,0,18,7,9,1
7411,0,18,7,10,0
7412,0,18,8,0,9
7413,0,18,8,1,8
7414,0,18,8,2,7
7415,0,18,8,3,6
7416,0,18,8,4,5
7417,0,18,8,5,4
7418,0,18,8,6,3
7419,0,18,8,7,2
7420,0,18,8,8,1
7421,0,18,8,9,0
7422,0,18,9,0,8
7423,0,18,9,1,7
7424,0,18,9,2,6
7425,0,18,9,3,5
7426,0,18,9,4,4
7427,0,18,9,5,3
7428,0,18,9,6,2
7429,0,18,9,7,1
7430,0,18,9,8,0
7431,0,18,10,0,7
7432,0,18,10,1,6
7433,0,18,10,2,5
7434,0,18,10,3,4
7435,0,18,10,4,3
7436,0,18,10,5,2
7437,0,18,10,6,1
7438,0,18,10,7,0
7439,0,18,11,0,6
7440,0,18,11,1,5
7441,0,18,11,2,4
7442,0,18,11,3,3
7443,0,18,11,4,2
7444,0,18,11,5,1
7445,0,18,11,6,0
7446,0,18,12,0,5
